index,hash,aspect_pos,aspect_pos_string,stance,topic,sentence
1300,f88869b8cbf531b3767960a367807ce6,"['(105,15)', '(148,6)', '(168,7)']","['forced to close', 'let go', 'workers']",Argument_against,minimum wage,"Jamie Richardson , MBA , Vice President of fast food chain White Castle , said that the company would be forced to close almost half its stores and let go thousands of workers if the federal minimum wage were raised to $ 15 ."
1301,c73fecbcba4aeda1dfaf6ff8947d1c8f,"['(33,6)', '(56,9)', '(70,11)']","['toxins', 'emphysema', 'lung cancer']",Argument_against,marijuana legalization,( – ) Burning marijuana produces toxins which can cause emphysema and lung cancer .
1302,efd3217ff46f2f72b89278cef23c8dec,"['(75,20)']",['overwhelming support'],Argument_for,marijuana legalization,There have been a handful of polls over the last year and all of them show overwhelming support for medical marijuana .
1303,3e548886625853753a8cdc0cb1a4a581,"['(0,10)', '(61,18)', '(84,13)', '(115,7)', '(185,10)', '(196,16)']","['Repression', 'narcotic smugglers', 'supply agents', 'wealthy', 'stimulated', 'traffic in drugs']",Argument_for,marijuana legalization,"Repression has driven this vice underground and produced the narcotic smugglers and supply agents , who have grown wealthy out of this evil practice and who , by devious methods , have stimulated traffic in drugs ."
1304,6d4c4fc504872c9a92d68b509a705e83,"['(10,38)']",['traffic fatalities continue to decline'],Argument_for,marijuana legalization,"Statewide traffic fatalities continue to decline , according to the Colorado Department of Transportation ."
1305,25de58e89dca33463ead575f2f48b296,"['(57,7)']",['cheaper'],Argument_for,school uniforms,"A school uniform in such circumstances can prove to be a cheaper way of dressing children , and one where the problems alluded to above to not come into play ."
1306,a4c245252b60b8bbe5aaf5e10d12be5c,"['(135,23)']",['gang identifying colors'],Argument_for,school uniforms,"A school may only allow green or yellow polo shirts and khaki bottoms , for example , preventing students from wearing the traditional gang identifying colors of red and blue ."
1307,e3fc464cb7ec2ddd3f03c75cec501afe,"['(39,13)']",['see the point'],Argument_against,school uniforms,"Many educators and parents just do n't see the point in switching over to uniforms , especially in American public schools where uniforms are still the exception and not the rule ."
1308,9310769d2694ca759f0c26c02cbc286d,"['(83,4)', '(95,13)']","['hard', 'family budget']",Argument_against,school uniforms,Many parents argue that buying all these uniforms for all their kids every fall is hard on the family budget .
1309,e9d65a3d7e4439b682965d2d6f66f854,['no_Aspect'],['no_Aspect'],Argument_against,school uniforms,So i think that we should not wear school unifrom at all .
1310,aa946ed7e02be607cded198e65ffb614,"['(56,9)', '(110,11)']","['deterrent', 'inefficient']",Argument_against,death penalty,"The officers do not believe the death penalty acts as a deterrent to murder , and they rate it as one of most inefficient uses of taxpayer dollars in fighting crime ."
1311,83ad15c069b96c4d5fa2eb02a6cad850,"['(41,7)', '(96,5)', '(106,24)']","['prevent', 'limit', 'constitutional liberties']",Argument_against,gun control,"This proposal would have done nothing to prevent the terrible murders in Newtown , but it would limit the constitutional liberties of law-abiding citizens ."
1312,a68d4cc39e29d682aa63e7f6905ed2b3,"['(53,7)', '(89,9)', '(103,15)']","['liberty', 'socialism', 'totalitarianism']",Argument_against,gun control,"Banning guns will take away yet another piece of our liberty , which is one more step to socialism and totalitarianism ."
1313,fe468ae4eee9cadfb7275f5e49289cdf,"['(6,19)', '(29,18)']","['right of the people', 'keep and bear arms']",Argument_against,gun control,“ The right of the people to keep and bear arms shall not be infringed upon .
1314,5e4e7d1b08b4547ba19f7f10d6d56b88,"['(23,14)', '(63,22)']","['Court declined', 'ban on assault weapons']",Argument_against,gun control,"( Just last week , the Court declined to hear a challenge to a ban on assault weapons and large-capacity magazines in Highland Park , Illinois . )"
1315,f7dc773247b2ecfa4ea6fc802b380915,"['(22,19)', '(87,12)']","['justifying abortion', 'human person']",Argument_against,abortion,It seems like you ’re justifying abortion by claiming that a fetus does n’t count as a human person until twenty weeks .
1316,f275efa9ce9b4524e28abdccc613ab7d,"['(51,13)']",['life depended'],Argument_against,abortion,"I , personally , would only have an abortion if my life depended on it ."
1317,265d1daf66a55989680a9d192ed67a4a,"['(14,9)', '(27,12)']","['incapable', 'feeling pain']",Argument_for,abortion,""" Fetuses are incapable of feeling pain when most abortions are performed ."
1318,0926ab3d6565b71c75a4ef8d45842483,['no_Aspect'],['no_Aspect'],Argument_for,minimum wage,“ I think that is a good initiative to support . ”
1319,c0f467000a9806e2f11ae0bc610c9c35,"['(57,17)', '(160,10)']","['supply and demand', 'fair price']",Argument_for,minimum wage,It was formerly supposed that the working of the laws of supply and demand would naturally regulate or eliminate that evil [ ... and ... ] ultimately produce a fair price .
1320,1c9db45e2675bde0b732440915484834,"['(65,20)']",['federal minimum wage'],Argument_against,minimum wage,I would challenge people to consider lowering or eliminating the federal minimum wage .
1321,106aae65310f24eea49325fd8aa64855,"['(35,4)', '(58,9)', '(112,20)']","['lazy', 'imperfect', 'psychological burden']",Argument_for,abortion,The blanket judgment that they are lazy or refuse to have imperfect children fails to acknowledge the very real psychological burden that mothers of impaired children bear .
1322,dd91405acd1d361072ebee83042eec77,"['(11,13)', '(79,13)']","['risk of dying', 'risk of dying']",Argument_for,abortion,"A woman 's risk of dying from having an abortion is 0.6 in 100,000 , while the risk of dying from giving birth is around 14 times higher ( 8.8 in 100,000 ) ."
1323,18dfe295463d8fc47f336624b87395be,"['(14,19)', '(54,14)']","['reproductive choice', 'slippery slope']",Argument_for,abortion,Take away her reproductive choice and you step onto a slippery slope .
1324,71fbf28d0c783f5725a114a97bd5367f,"['(25,8)']",['cold war'],Argument_for,school uniforms,It also eliminates the “ cold war ” between students about who is looking HOT and who is not .
1325,70bcbabe406b51b2bd6177b45fb7ab9e,"['(80,11)']",['performance'],Argument_against,school uniforms,"A 2009 peer-reviewed study found "" no significant effects of school uniforms on performance on second grade reading and mathematics examinations , as well as on 10th-grade reading , mathematics , science , and history examinations ... [ I ] n many of the specifications , the results are actually negative . """
1326,8c1b162f1089320a8f391c22d1bc8bf0,"['(59,11)', '(90,20)']","['opportunity', 'picked on or shunned']",Argument_for,school uniforms,"By evening the playing field with uniforms , there is less opportunity for children to be picked on or shunned for their clothes ."
1327,9da9c38b42f49ccf086122db6bf0c60b,"['(254,21)', '(279,17)']","['constitutional rights', 'freedom of speech']",Argument_against,school uniforms,"Although up until this point , The Supreme Court has not ruled on a case involving school uniforms directly , in the 1968 Tinker v. Des Moines Independent Community School District , the Court ruled that upon entering school , students do not shed their constitutional rights to freedom of speech ."
1328,3fe16284e00433e485aa197c36b62b6f,"['(141,31)']",['reduce employment opportunities'],Argument_against,minimum wage,"Economists are generally in agreement that increases in the minimum wage , especially large increases to $ 15 an hour like in Seattle , will reduce employment opportunities for unskilled workers ."
1329,f922eb7c48a230694e4f973d2817f8eb,"['(116,20)']",['increased employment'],Argument_for,minimum wage,"Based on data from the employers ' responses , the authors concluded that the increase in the minimum wage slightly increased employment in the New Jersey restaurants ."
1330,ccc3cd7348fd0116a2b291c3d1ff3ac8,"['(34,5)', '(58,19)', '(87,26)', '(162,13)']","['money', 'working poor people', 'expense of business owners', 'higher prices']",Argument_against,minimum wage,"But raising the minimum wage puts money in the pockets of working poor people , at the expense of business owners ( and of consumers who would pay in the form of higher prices ) ."
1331,ff1ee7c272b924c94f94c7eece39ac96,"['(75,19)']",['formula of humanity'],Argument_against,cloning,Creating a child for the sole purpose of saving another child violates the formula of humanity because the child is created specifically for this end .
1332,d66427fded504e526e1d50dee9866adb,"['(34,8)', '(54,4)', '(67,7)']","['deformed', 'died', 'aborted']",Argument_against,cloning,The other foetuses were hideously deformed and either died or were aborted .
1333,45c63928ceeff7be43a667c3c383518f,"['(90,11)', '(105,15)', '(129,16)']","['infertility', 'genetic disease', 'healthy children']",Argument_for,cloning,Reproductive technologies can allow couples who happen to be affected by the accidents of infertility or genetic disease to have healthy children .
1334,c870dd310c194ef5d6b5a12dc918412c,"['(16,8)', '(59,7)']","['benefits', 'economy']",Argument_for,minimum wage,"These are major benefits , especially when we consider the economy that is still struggling to recover ."
1335,fdc54b00007294424f1036ca142cde57,"['(0,14)']",['Public support'],Argument_for,minimum wage,Public support for a minimum wage hike is overwhelming .
1336,32f20e8fde4e819211e5ee57dcd33ede,"['(119,8)', '(128,8)', '(166,7)', '(174,21)']","['increase', 'spending', 'overall', 'growth of the economy']",Argument_for,minimum wage,As a matter of record that con is largely unfounded because studies have shown that the higher wages actually helps to increase spending in the economy and increases overall growth of the economy .
1337,5d0787702a23fff2fa9f0f5e727cbcd1,"['(11,17)']",['love to have kids'],Argument_against,abortion,"They would love to have kids , but they ca n't ; the people who do n't want kids but get pregnant just do abortion ."
1338,8a5bab734686ddd7f4ab972251003804,"['(71,13)']",['false choices'],Argument_against,minimum wage,"And Theman , while your thought is understandable , they certainly are false choices ."
1339,b3bf46c871aac897a862df6ec53179ad,"['(40,7)', '(143,5)']","['benefit', 'women']",Argument_for,minimum wage,"In fact , 89 percent of those who would benefit from a federal minimum wage increase to $ 12 per hour are age 20 or older , and 56 percent are women ."
1340,9cd47ace257553fdd856c50bfb9c956c,"['(63,16)']",['spend more money'],Argument_for,minimum wage,"If minimum wage is raised , that means that people are able to spend more money ."
1341,b262e600ce34f6af62da65e2870d155f,"['(53,13)', '(130,13)', '(148,6)']","['divide people', 'social unrest', 'divide']",Argument_against,cloning,"One big drawback to cloning humans is its ability to divide people , where clones who are not treated as human beings can lead to social unrest and divide ."
1342,a3e39b11fffc67f44894ad5deafd6241,"['(26,5)', '(45,10)']","['wrong', ""God 's job""]",Argument_against,cloning,I also believe that it is wrong and that its God 's job to create people not ours .
1343,cfe04135e1f7d8dfebe151070b43e79e,"['(64,30)']",['production from existing staff'],Argument_against,minimum wage,"If that is the case , small businesses will attempt to get more production from existing staff rather than paying minimum wage to new employees ."
1344,5d82c3bbe9f0ff333f39e98ef9dc7d5d,"['(58,8)']",['automate'],Argument_against,minimum wage,Why pay a clerk a high wage to take an order when you can automate by putting up a kiosk ?
1345,d03143cf161b54b2e0edff1bd6bf038b,"['(25,8)', '(38,15)']","['increase', 'cost of product']",Argument_against,minimum wage,Raising minimum wage can increase the cost of product .
1346,633c40ba33e30eca39c38a50882aa7d4,"['(48,8)', '(254,16)']","['betrayed', 'missing siblings']",Argument_against,abortion,"We stand in solidarity with women who have been betrayed by those they count on the most , with women who have underestimated their own strength , with women who have experienced abortion and are silent no more , with young men and women who mourn their missing siblings ."
1347,f31e4d267c2cbdaf192e1c203f958723,"['(55,5)']",['alive'],Argument_against,abortion,Just think about how do you truly know that s it s not alive yet because it s a fetus ?
1348,c69ae6c49395e4a57d7b2fbcbe218c6d,"['(25,16)', '(51,12)']","['human individual', 'human person']",Argument_against,abortion,( BennyW ) “ How could a human individual not be a human person ? ”
1349,7c5a18a60462ae8e9575ba4ec7ee9d79,"['(64,19)']",['pangs of conscience'],Argument_against,abortion,"( But why , then , do most mothers who abort feel such terrible pangs of conscience , often for a lifetime ? )"
1350,469a3763c9ee92bd0c767c308028a516,"['(50,23)', '(79,17)']","['unjustly takes the life', 'defenseless human']",Argument_against,abortion,Pro-life advocates contend that elective abortion unjustly takes the life of a defenseless human being .
1351,d5bc8c5831c266a25289423a87ba5e30,"['(36,8)']",['worrying'],Argument_for,school uniforms,"When everyone is dressed the same , worrying about what you look like is n't so important ."
1352,405f756352bb7b969e58698560f974ae,"['(55,14)', '(72,6)', '(96,15)']","['school climate', 'safety', 'self-perception']",Argument_for,school uniforms,"Proponents have found a significant positive impact on school climate , safety , and students ’ self-perception from the implementation of uniforms ."
1353,e5b190fe1c6c27102ceb3ba1b166892f,"['(35,9)', '(60,7)', '(68,6)', '(93,8)']","['decisions', 'without', 'debate', 'research']",Argument_against,school uniforms,Are schools teaching students that decisions should be made without debate and without prior research into the matter ?
1354,dfdfeeb9899e11b3988381acc4e51c2b,"['(47,7)']",['freedom'],Argument_against,school uniforms,Parents own the children and it is an issue of freedom .
1355,6bb2e8a49874fbe481cd3ac5556f6d30,"['(64,25)']",['disliked wearing uniforms'],Argument_against,school uniforms,The vast majority — 90 percent of students — reported that they disliked wearing uniforms .
1356,c4b397b79e5ae66f4957d6c46f0b1c15,"['(218,30)', '(343,15)']","['fallibility of human judgments', 'innocent person']",Argument_against,death penalty,"Statement before the Committee on the Judiciary , United States House of Representatives , Subcommittee on Civil and Constitutional Rights Concerning Claims of Innocence in Capital Cases ( July 23 , 1993 ) ” Given the fallibility of human judgments , the possibility exists that the use of capital punishment may result in the execution of an innocent person ."
1357,ca651afe45549065715874aa8b0739b2,"['(42,10)', '(58,13)', '(142,13)']","['defendants', 'white victims', 'black victims']",Argument_against,death penalty,Another recent Louisiana study found that defendants with white victims were 97 % more likely to receive death sentences than defendants with black victims .
1358,0fd9f9901be5f28d5136702ef7ee4db6,"['(62,11)', '(77,5)']","['possibility', 'error']",Argument_against,death penalty,One of the biggest arguments against the death penalty is the possibility of error .
1359,098e22fdbed0e6a31a75c3afb26c9610,"['(85,6)']",['people'],Argument_against,death penalty,"Once again , I ask you to dare to get to know , personally , some of these cases and people ."
1360,842cd20afd6f44b87c96f39b13a4d606,"['(15,9)']",['high-risk'],Argument_against,death penalty,“ It ’s a very high-risk activity . ”
1361,1386f77f23558031a8914ec9156f9a95,"['(81,14)']",['hates uniforms'],Argument_against,school uniforms,"Now when I ask her how school is going , the first thing out of her mouth is she hates uniforms ."
1362,26fd6925d52660614994d36db83723b0,"['(34,4)', '(39,5)']","['wide', 'range']",Argument_for,school uniforms,"Toledo girls are allowed a fairly wide range of dress items , however : blouses , polo shirts with collars , turtlenecks , skirts , jumpers , slacks , and knee-length shorts and skirts ."
1363,2e00f9608d018a02d1dc0fd885bb2d02,"['(21,10)', '(84,18)']","['save money', 'parents can afford']",Argument_for,school uniforms,"With parents able to save money from not having to by everyday clothes for school , parents can afford and can choose to have their children wear fashionable and branded clothing on weekends ."
1364,10708eea0eb03295940c050c564d569d,"['(28,19)', '(69,23)']","['behavioral problems', 'less severe infractions']",Argument_for,school uniforms,"The study also found that "" behavioral problems shift [ ed ] towards less severe infractions . """
1365,8745e30d3e0693b9c69a07abd210847b,"['(32,26)']",['right to terminate someone'],Argument_against,death penalty,""" And I do n't believe I have a right to terminate someone else 's life either way — by abortion or capital punishment . """
1366,39457f7941a8856bd0f8c199dec9ec79,"['(36,12)', '(156,12)']","['murder rates', 'inconclusive']",Argument_against,death penalty,"For years , criminologists analyzed murder rates to see if they fluctuated with the likelihood of convicted murderers being executed , but the results were inconclusive ."
1367,332dda00d0e4ab85eac8ec51dcd62e90,['no_Aspect'],['no_Aspect'],Argument_against,cloning,"When a child is born , the child is an end , not a means to an end ."
1368,fe9d68543f713802d8c829b13de4a7e4,"['(36,25)', '(96,5)']","['population would increase', 'bored']",Argument_against,cloning,"in a perfect world of cloning , the population would increase incredibly and every one would be bored to death ."
1369,2e394857356abc8f09af2d3885cf080e,"['(21,4)', '(29,12)']","['rise', 'malpractices']",Argument_against,cloning,This could lead to a rise in malpractices within society .
1370,f50dd5c171b9e8ed039c1b3ddef706cc,"['(116,16)', '(174,17)']","['attested ability', 'human achievement']",Argument_for,cloning,"Scientists , and especially science-fiction writers , have imagined ways of using cloning to replicate “ persons of attested ability ” as a way to “ raise the possibility of human achievement dramatically , ” in the words of J.B.S. Haldane ."
1371,49020171a1365ca888dc95da1ce1ddb3,"['(136,11)', '(150,8)', '(165,8)']","['competition', 'pressure', 'assaults']",Argument_for,school uniforms,"The arguments are best summed up by Dr. Alan Hilfer , a senior child and adolescent psychologist , who states , “ Uniforms do eliminate competition , pressure , and assaults perpetuated by older kids on younger kids for their sneakers and possessions ."
1372,9310e89842d0d146ba88d5740cfb3a92,"['(44,14)', '(76,19)']","['personal style', 'creative expression']",Argument_against,school uniforms,Clothing is a major element of a student 's personal style and a format for creative expression .
1373,df7d3be4f4e13c5720511d662e0bfac0,"['(25,11)']",['destruction'],Argument_against,cloning,"Unless we wish to be the destruction of ourselves , cloning is something that must not be tampered with ."
1374,29da3ec2fb7f5aaec7d0936309dfbd18,"['(48,7)', '(63,12)', '(121,23)']","['meaning', 'relationship', 'process of reproduction']",Argument_against,cloning,The problem is that cloning would transform the meaning of the relationship between parents and children by changing the process of reproduction from one of begetting to one of making .
1375,227d52e138b8797b970f102a12b7bc3a,"['(0,12)', '(90,7)', '(113,16)']","['Exploitation', 'exploit', 'vested interests']",Argument_against,cloning,Exploitation It is also not known completely if human cloning might eventually be used to exploit people for the vested interests of others .
1376,cde46322d745070907a658c1a6d67060,"['(109,7)', '(185,25)', '(242,7)']","['dignity', 'reproductive technologies', 'dignity']",Argument_against,cloning,"Meilaender 's claim that being created by a sexual union that is beyond "" reason or will "" is central to our dignity seems to suggest that the thousands of children born as a result of reproductive technologies are , somehow , less worthy of dignity ."
1377,598549c54ac7c77c8f7e4e66097e68e5,"['(120,4)']",['free'],Argument_against,gun control,"But do n't make it harder to buy thousands of rounds of ammunition , because if we could n't do that we 'd no longer be free ."
1378,09c776fdb8c10c1f29479bf2ef82ff36,"['(0,25)', '(94,22)', '(138,9)']","['Cultural heritage changes', 'protect the population', 'extremism']",Argument_for,gun control,"Cultural heritage changes and , in some cases , must be forcibly changed by the government to protect the population from itself ( or the extremism of certain parts within itself ) ."
1379,06cdb018f97ca04328c3ac859f36d34d,"['(56,5)', '(103,7)']","['sport', 'leisure']",Argument_for,gun control,Firing a semi-auto at a piece of cardboard is no more “ sport ” than using a bazooka to play pool is “ leisure . ”
1380,7d8c1ef909318ea3eb11a3632308c308,"['(70,15)', '(102,8)']","['stops a bad guy', 'good guy']",Argument_against,gun control,It was a clear homage to the NRA ’s mantra that the “ only thing that stops a bad guy with a gun is a good guy with a gun . ”
1381,0769eaef443e69079bacba2926728435,"['(47,4)', '(55,10)', '(170,21)']","['form', 'expression', 'stylistic preferences']",Argument_against,school uniforms,"One ’s style of dress is , of course , often a form of expression , a statement of one ’s own persona , and that may be especially true for teenagers asserting their own stylistic preferences ."
1382,38f753353e45e95f5b75ab1a362911d6,"['(45,4)', '(56,7)']","['give', 'opinion']",Argument_against,school uniforms,"When they grow up they will never be able to give their opinion on something , whatever it may be ."
1383,b5e25dc7f94603a6b3ba62eb3c79a9a7,"['(30,25)', '(86,3)']","['think of themselves badly', 'fit']",Argument_against,school uniforms,"As in the case of girls , who think of themselves badly because their uniforms do n’t fit them well ."
1384,066d338822d08766df20a60e3671d47a,"['(79,10)', '(123,8)']","['compliance', 'violated']",Argument_against,school uniforms,"Upon questioning your child , you discover that , despite your best efforts at compliance , your childï ¿ ½ s clothing has violated the schoolï ¿ ½ s uniform policy ."
1385,d698f8361898f95373db47890ba16a6d,"['(47,10)', '(124,7)', '(132,6)']","['discipline', 'student', 'safety']",Argument_for,school uniforms,Around 85 % argue that it reduces the need for discipline in the classroom while 79 % say it promotes an increased sense of student safety .
1386,88076b3a63cabdcd5b3262d4b43be1ab,"['(108,25)']",['atomic weapons production'],Argument_against,nuclear energy,Reactors and Bombs : Reactors and the nuclear fuel chain facilities they are connected to set the stage for atomic weapons production .
1387,02b69f70486a7fa12293101c1b1c6d71,"['(30,31)']",['increasingly high-energy planet'],Argument_for,nuclear energy,""" The globe is going to be an increasingly high-energy planet ... and [ emerging markets ] are going to demand the same baseload energy that industrialized countries are used to . """
1388,95e937607a73bbfc9676746ad1868d48,"['(0,17)', '(78,10)', '(137,26)']","['Mistakes do occur', 'anticipate', 'disable the backup systems']",Argument_against,nuclear energy,Mistakes do occur and the designers of reactors at Fukushima in Japan did not anticipate that a tsunami generated by an earthquake would disable the backup systems that were supposed to stabilize the reactor after the earthquake .
1389,ca029e79fe2c11ca5983fe02a510c2be,"['(34,26)', '(164,8)', '(237,8)']","['children often handle guns', 'children', 'children']",Argument_for,gun control,"However , despite these efforts , children often handle guns in the home without their parents ' knowledge ; in one study , 22 % of parents who believed that their children had never handled the guns in the home were contradicted by the children themselves ."
1390,7c72983752e1194e4e8998228b2eb7ca,"['(226,19)']",['18th century musket'],Argument_for,gun control,"But sure , if you think it 's that precious , we can compromise : If you love the Second Amendment that much , feel free to live in a powdered wig and shit in a chamberpot while trying to survive off what you can kill with an 18th century musket ."
1391,f0acff6b66f6ac6729b3f6c24986400f,"['(92,12)', '(108,14)', '(127,10)']","['black market', 'avoid taxation', 'regulation']",Argument_against,marijuana legalization,"But as explained above , many black-market dealers would rationally choose to remain in the black market to avoid taxation and regulation ."
1392,64b35c61f79bbaed8af03095d4907fe1,"['(4,16)', '(38,20)', '(65,12)']","['negative effects', 'slowed reaction time', 'brain damage']",Argument_against,marijuana legalization,"The negative effects of it includes , slowed reaction time , and brain damage on young users who are still in major development of their brain until the age of at least 25 ."
1393,213c799336e57ee33f69718b06b80358,"['(38,23)']",['mind-altering substance'],Argument_against,marijuana legalization,"The last thing we need is yet another mind-altering substance to be legalized , says John Lovell , a lobbyist for the California Peace Officers ' Association , told Time Magazine ."
1394,766dfaea52914f1d339e3c2dee4099e8,"['(28,5)', '(36,14)']","['Crack', 'Heroin or Meth']",Argument_against,marijuana legalization,"Do we move on from there to Crack , Heroin or Meth ?"
1395,4b0ad78edb230efe9741818850270193,"['(55,6)', '(62,4)', '(70,21)']","['higher', 'risk', 'prescription drug use']",Argument_against,marijuana legalization,Research also suggests that its use may be linked to a higher risk of prescription drug use .
1396,f5cafca69863238291c692df4e51d4a8,"['(106,16)', '(123,4)']","['unlikely to feel', 'pain']",Argument_for,abortion,A 2005 multidisciplinary systematic review in JAMA in the area of fetal development found that a fetus is unlikely to feel pain until after the sixth month of pregnancy .
1397,89ab23ce8851b913f4b1ab5fee6a0a03,['no_Aspect'],['no_Aspect'],Argument_against,abortion,Abortion should not be legal in the U.S. Abortion must be stopped .
1398,29fa2923549fa4f463d07bda5d0e1f75,"['(10,6)', '(31,16)']","['reduce', 'adoptable babies']",Argument_against,abortion,Abortions reduce the number of adoptable babies .
1399,19445e1fe069ff6a74e616ef1665bfbc,"['(35,13)']",['depersonalize'],Argument_against,abortion,"Thus , if we have power , we can "" depersonalize "" any group we want : blacks , slaves , Jews , political enemies , liberals , fundamentalists — or unborn babies ."
1400,9c250be2d5c7819e2693f70c951fefa5,"['(16,6)', '(83,12)']","['murder', 'human person']",Argument_for,abortion,Abortion is not murder because it is performed before a fetus has developed into a human person .
1401,461b856dcee9b3663083a8e0e94dc1c2,"['(33,11)', '(55,7)', '(115,6)']","['price floor', 'surplus', 'demand']",Argument_against,minimum wage,"According to basic economics , a price floor creates a surplus , meaning that the labor supply is greater than the demand ."
1402,e74f06ed4cf2cb8e70ef3331509534f6,"['(39,11)']",['free market'],Argument_for,minimum wage,"No corporations rely on the mythical "" free market , "" why should workers ?"
1403,4d3e9fb5b30aa0547346fa3f327b3678,"['(128,31)']",['rising productivity and incomes'],Argument_for,minimum wage,"While the estimates of how much the minimum wage should be increased vary , many economists agree that if it had kept pace with rising productivity and incomes , it would be higher than the current $ 7.25 an hour ."
1404,44d7578b62b157f90adbecb923598c51,['no_Aspect'],['no_Aspect'],Argument_against,cloning,"When thinking about cloning children designed and replicated to the parents ’ wishes , consider the book My Sister ’s Keeper in which Anna is the product of preimplantation genetic diagnosis and is born for the sole purpose of being a bone marrow plant for her older sister Kate ."
1405,6a45c88a8c1248adf92e797edb489b71,"['(25,7)', '(33,28)', '(104,20)']","['provide', 'genetically related children', 'fertility treatments']",Argument_for,cloning,"Reproductive cloning can provide genetically related children for people who can not be helped by other fertility treatments ( i.e. , who do not produce eggs or sperm ) ."
1406,42cfe85648323ca9b6bffb8a633d6e2b,"['(63,28)']",['stockpiles of cloned embryos'],Argument_against,cloning,"Legal therapeutic cloning , argue some critics , would produce stockpiles of cloned embryos for research ."
1407,2c8e4476a9bd3bb1c5558277503b66e8,"['(50,7)', '(62,11)', '(77,17)']","['illegal', 'governments', 'regulate abortion']",Argument_for,abortion,Some pro-choice advocates argue that it should be illegal for governments to regulate abortion any more than other medical practices .
1408,32d0644f82683596ad50a2e081d61c5a,"['(16,15)', '(59,23)', '(150,6)', '(165,24)']","['duty to protect', 'protecting its citizens', 'safely', 'sound medical procedures']",Argument_for,abortion,"The state has a duty to protect its citizens ; sometimes , protecting its citizens does not involve fighting wars but providing the infrastructure to safely conduct sound medical procedures ."
1409,519b526f6da060dbc4d823e95502b6b1,"['(125,19)']",['fetus may feel pain'],Argument_against,abortion,"However , legislation was proposed by anti-abortion advocates that would require abortion providers to tell a woman that the fetus may feel pain during an abortion procedure ."
1410,4947413e620daec8bb4a2c46bb23fad9,"['(78,8)', '(87,29)']","['southern', 'manufacturers out of business']",Argument_against,minimum wage,Edgerton went on to warn that raising the wage uniformly would inevitably put southern manufacturers out of business .
1411,509ea32b03907b9ee0525c20e8e0aa16,"['(86,16)', '(187,12)']","['publication bias', 'unemployment']",Argument_for,minimum wage,"However , using a different methodology , Stanley concluded that there is evidence of publication bias and that correction of this bias shows no relationship between the minimum wage and unemployment ."
1412,f53012b800633671023888d0eddfe860,"['(20,6)', '(31,6)', '(49,5)']","['reduce', 'prices', 'taxed']",Argument_for,marijuana legalization,"Legalizing it would reduce the prices , it 'd be taxed making a lot of money from that alone ."
1413,47dbfe36bb415dba011a08caea0ca134,"['(64,14)', '(83,20)']","['revenue stream', 'illegal drug traders']",Argument_for,marijuana legalization,It is believed that legalizing recreational weed will cut off a revenue stream for illegal drug traders .
1414,7de659b950c7e39148f23b4852133c25,"['(67,4)', '(79,15)']","['risk', 'adverse effects']",Argument_against,marijuana legalization,Kids who use that frequently are putting themselves at the highest risk of the adverse effects of marijuana use .
1415,0d76fa3b9223e601e9c60870eca53e87,"['(28,17)', '(82,24)']","['already available', 'protections for children']",Argument_for,marijuana legalization,"Supporters say marijuana is already available “ nearly everywhere , ” but without protections for children and consumers ."
1416,ea93d397338a99e6e428a72c37a38f94,"['(12,6)', '(64,5)']","['adults', 'teens']",Argument_for,marijuana legalization,"Though more adults are smoking pot , the MTF data suggests that teens are n't following suit ."
1417,76d8064ff99b63a5882d52758fe6b804,"['(7,13)', '(63,8)', '(76,21)', '(126,18)']","['random people', 'training', 'institutional support', 'efficient and safe']",Argument_for,gun control,"Unlike random people with guns , police officers have received training and institutional support that allows them to be more efficient and safe in their handling of dangerous situations ."
1418,064de43ba77830fad1dd5d2816fcce04,"['(24,10)', '(83,16)']","['feel safer', 'defend your kids']",Argument_for,gun control,"Equally , if you simply feel safer knowing that you have a shotgun in the house to defend your kids , fair enough ."
1419,7ed61b9ea724ee2b57ed66c4474566d9,"['(19,13)', '(64,18)', '(88,19)']","['2nd Amendment', 'right to bear arms', 'fundamental liberty']",Argument_against,gun control,"As detailed in the 2nd Amendment , our founding fathers saw the right to bear arms as a fundamental liberty of every law-abiding citizen ."
1420,5f445878c426167eab610f861e60fe42,"['(52,22)']",['outlaws will have guns'],Argument_for,gun control,"Rush Limbaugh ’s recent variation on the old “ only outlaws will have guns ” line went like this : “ If you have gun control laws , the law-abiding will be the only people that do n’t have guns . ”"
1421,1008680bafbb4d750711b1851eac3ec5,"['(31,4)', '(91,4)']","['help', 'help']",Argument_for,marijuana legalization,"Loosening marijuana laws would help many of these people , and repealing prohibition would help all of them ."
1422,e026962c875bcb570d7a68aa885dcb8f,"['(4,7)', '(19,21)', '(65,18)']","['effects', 'cardiovascular system', 'high-risk activity']",Argument_against,marijuana legalization,The effects on the cardiovascular system can make smoking weed a high-risk activity for seniors or for people with cardiac conditions .
1423,b4e433ae475bbc4821e632c66d2a5cf4,"['(27,21)', '(170,11)', '(194,9)']","['undeclared stockpiles', 'militarized', 'dangerous']",Argument_against,nuclear energy,"There are four states with undeclared stockpiles of nuclear weapons developed from civil programs , and it is no coincidence that they are in some of the most volatile , militarized — and hence dangerous — areas of the world : Israel , Pakistan , India , and North Korea ."
